Id,TaskNo,WmsTaskNo,TaskType,DeviceCode,DeviceType,Barcode,FromNode,ToNode,Priority,Status,RunStatus,SendTime,FinishTime,SendTask,Seq,WarehouseId,CreateTime,UpdateTime,CreateUserId,UpdateUserId,IsDelete
23113104356678,13270,20251110000044,Task_OutBound,Lift02,Lift,T009059,2019,3014,999,1,1,2025-11-10 09:03:17.760,2025-11-10 09:04:21.013,,2,1,2025-11-10 08:58:49.807,,,,0
23113104356679,13270,20251110000044,Task_OutBound,3014,Convery,T009059,3014,3013,999,1,1,2025-11-10 09:04:21.327,2025-11-10 09:05:04.510,,3,1,2025-11-10 08:58:49.807,,,,0
23113105473477,13272,20251110000045,Task_OutBound,FRGV13,FRGV,T009399,12-019-007,2019,999,1,1,2025-11-10 08:59:07.347,2025-11-10 09:04:35.487,13272.0,1,1,2025-11-10 08:58:58.530,,,,0
23113105473478,13272,20251110000045,Task_OutBound,Lift02,Lift,T009399,2019,3014,999,1,1,2025-11-10 09:04:45.040,2025-11-10 09:05:48.827,,2,1,2025-11-10 08:58:58.530,,,,0
23113105473479,13272,20251110000045,Task_OutBound,3014,Convery,T009399,3014,3013,999,1,1,2025-11-10 09:05:49.037,2025-11-10 09:06:33.053,,3,1,2025-11-10 08:58:58.530,,,,0
23113108191301,13274,20251110000046,Task_InBound,3013,Convery,T006235,3013,3006,999,1,1,2025-11-10 08:59:20.493,2025-11-10 09:00:40.013,,1,1,2025-11-10 08:59:19.763,,,,0
23113108191302,13274,20251110000046,Task_InBound,Lift01,Lift,T006235,3006,2007,999,1,1,2025-11-10 09:01:20.580,2025-11-10 09:02:37.867,,2,1,2025-11-10 08:59:19.763,,,,0
23113108191303,13274,20251110000046,Task_InBound,FRGV01,FRGV,T006235,2007,02-013-007,999,1,1,2025-11-10 09:02:40.830,2025-11-10 09:06:58.107,13274.0,3,1,2025-11-10 08:59:19.763,,,,0
23113111031493,13276,20251110000047,Task_OutBound,FRGV03,FRGV,T009441,26-042-008,2020,999,1,1,2025-11-10 08:59:46.603,2025-11-10 09:05:55.760,13276.0,1,1,2025-11-10 08:59:41.953,,,,0
23113111031494,13276,20251110000047,Task_OutBound,Lift02,Lift,T009441,2020,3014,999,1,1,2025-11-10 09:06:12.810,2025-11-10 09:07:21.790,,2,1,2025-11-10 08:59:41.953,,,,0
23113111031495,13276,20251110000047,Task_OutBound,3014,Convery,T009441,3014,3013,999,1,1,2025-11-10 09:07:22.150,2025-11-10 09:08:05.487,,3,1,2025-11-10 08:59:41.953,,,,0
23113113091525,13278,20251110000048,Task_InBound,3013,Convery,T006978,3013,3006,999,1,1,2025-11-10 08:59:59.257,2025-11-10 09:01:58.230,,1,1,2025-11-10 08:59:58.047,,,,0
23113113091526,13278,20251110000048,Task_InBound,Lift01,Lift,T006978,3006,2006,999,1,1,2025-11-10 09:02:36.333,2025-11-10 09:03:46.763,,2,1,2025-11-10 08:59:58.047,,,,0
23113113091527,13278,20251110000048,Task_InBound,FRGV07,FRGV,T006978,2006,10-007-006,999,1,1,2025-11-10 09:03:48.807,2025-11-10 09:07:57.340,13278.0,3,1,2025-11-10 08:59:58.047,,,,0
23113115614917,13281,20251110000049,Task_InBound,3032,Convery,T009972,3032,3030,999,1,1,2025-11-10 09:00:19.643,2025-11-10 09:00:31.217,,1,1,2025-11-10 09:00:17.760,,,,0
23113115614918,13281,20251110000049,Task_InBound,Lift04,Lift,T009972,3030,2040,999,1,1,2025-11-10 09:00:33.193,2025-11-10 09:01:36.897,,2,1,2025-11-10 09:00:17.760,,,,0
23113115614919,13281,20251110000049,Task_InBound,FRGV02,FRGV,T009972,2040,18-026-004,999,1,1,2025-11-10 09:01:46.833,2025-11-10 09:06:03.750,13281.0,3,1,2025-11-10 09:00:17.760,,,,0
23113122045893,13284,20251110000050,Task_InBound,3032,Convery,T010922,3032,3030,999,1,1,2025-11-10 09:01:09.407,2025-11-10 09:01:21.067,,1,1,2025-11-10 09:01:08.003,,,,0
